"CNTSTUID","ST097Q01TA","ST218Q03HA","ST218Q02HA","ST218Q06HA","ST218Q04HA","ST206Q04HA","ST206Q02HA","ST153Q03HA","ST176Q06IA","ST206Q01HA","ST176Q06IA_scaled","ST153Q03HA_scaled","Communication_Score","Collaboration_Score"
24604632,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24604645,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24604660,1,NA,NA,NA,NA,1,3,1,1,2,1,4,1,2.2
24604763,3,NA,NA,NA,NA,4,2,2,2,2,1.75,1,3,2.15
24604952,1,NA,NA,NA,NA,3,3,1,5,3,4,4,1,3.4
24605202,3,NA,NA,NA,NA,2,3,2,2,2,1.75,1,3,1.95
24605207,2,NA,NA,NA,NA,2,2,1,4,2,3.25,4,2,2.65
24605480,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24605616,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24606065,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24606501,3,NA,NA,NA,NA,2,3,2,2,3,1.75,1,3,2.15
24606657,3,NA,NA,NA,NA,1,3,2,2,2,1.75,1,3,1.75
24606727,2,NA,NA,NA,NA,3,2,2,2,2,1.75,1,2,1.95
24600061,3,NA,NA,NA,NA,NA,NA,NA,2,NA,1.75,NA,3,1.75
24601477,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
24601916,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
24602051,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24602064,2,NA,NA,NA,NA,NA,NA,1,4,NA,3.25,4,2,3.625
24602105,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
24602284,2,NA,NA,NA,NA,2,3,2,4,3,3.25,1,2,2.45
24602719,2,NA,NA,NA,NA,3,2,2,4,2,3.25,1,2,2.25
24602780,3,NA,NA,NA,NA,2,3,2,3,2,2.5,1,3,2.1
24602784,2,NA,NA,NA,NA,3,3,2,2,3,1.75,1,2,2.35
24603043,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
24603309,3,NA,NA,NA,NA,3,2,2,2,2,1.75,1,3,1.95
24603867,2,NA,NA,NA,NA,4,4,1,2,3,1.75,4,2,3.35
24604878,1,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,1,1.375
24605346,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
24605351,2,NA,NA,NA,NA,2,2,1,2,1,1.75,4,2,2.15
24605406,3,NA,NA,NA,NA,3,3,1,3,3,2.5,4,3,3.1
24605427,2,NA,NA,NA,NA,3,3,1,2,3,1.75,4,2,2.95
24605921,2,NA,NA,NA,NA,2,3,2,2,3,1.75,1,2,2.15
24605948,2,NA,NA,NA,NA,3,3,2,2,3,1.75,1,2,2.35
24606713,1,NA,NA,NA,NA,1,2,2,2,2,1.75,1,1,1.55
24606861,3,NA,NA,NA,NA,3,4,2,2,3,1.75,1,3,2.55
24607392,1,NA,NA,NA,NA,3,4,1,2,3,1.75,4,1,3.15
24607567,2,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,2,2.875
24607653,3,NA,NA,NA,NA,3,2,2,2,3,1.75,1,3,2.15
24607773,4,NA,NA,NA,NA,3,3,1,4,3,3.25,4,4,3.25
24608007,3,NA,NA,NA,NA,3,3,1,3,3,2.5,4,3,3.1
24608014,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24600138,2,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,2,1.375
24600299,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24600427,2,NA,NA,NA,NA,3,3,1,2,3,1.75,4,2,2.95
24600497,2,NA,NA,NA,NA,4,4,1,3,4,2.5,4,2,3.7
24600612,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
24600813,3,NA,NA,NA,NA,3,3,2,3,4,2.5,1,3,2.7
24600972,2,NA,NA,NA,NA,3,3,1,2,3,1.75,4,2,2.95
24601229,2,NA,NA,NA,NA,2,2,2,2,2,1.75,1,2,1.75
24601284,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24602380,1,NA,NA,NA,NA,2,2,2,3,2,2.5,1,1,1.9
24602474,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24602790,2,NA,NA,NA,NA,3,3,2,3,3,2.5,1,2,2.5
24603103,2,NA,NA,NA,NA,2,3,1,2,2,1.75,4,2,2.55
24603827,2,NA,NA,NA,NA,3,3,1,2,2,1.75,4,2,2.75
24604392,2,NA,NA,NA,NA,4,4,2,2,4,1.75,1,2,2.95
24604408,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24605330,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24605374,1,NA,NA,NA,NA,4,NA,2,3,NA,2.5,1,1,2.5
24605378,1,NA,NA,NA,NA,2,3,1,2,3,1.75,4,1,2.75
24605868,3,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,3,1
24606006,1,NA,NA,NA,NA,1,2,1,4,2,3.25,4,1,2.45
24606120,3,NA,NA,NA,NA,2,3,2,2,2,1.75,1,3,1.95
24606286,2,NA,NA,NA,NA,3,3,2,3,2,2.5,1,2,2.3
24606947,2,NA,NA,NA,NA,3,3,2,4,3,3.25,1,2,2.65
24607028,2,NA,NA,NA,NA,2,2,2,2,2,1.75,1,2,1.75
24607100,2,NA,NA,NA,NA,1,1,2,2,1,1.75,1,2,1.15
24607157,4,NA,NA,NA,NA,1,2,NA,1,2,1,NA,4,1.5
24607602,3,NA,NA,NA,NA,4,2,1,1,1,1,4,3,2.4
24608015,2,NA,NA,NA,NA,3,3,2,1,3,1,1,2,2.2
24608074,2,NA,NA,NA,NA,1,1,1,2,1,1.75,4,2,1.75
24608100,3,NA,NA,NA,NA,3,3,2,4,3,3.25,1,3,2.65
24600147,4,NA,NA,NA,NA,2,4,2,1,4,1,1,4,2.4
24600263,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24600486,4,NA,NA,NA,NA,3,3,2,1,3,1,1,4,2.2
24600551,2,NA,NA,NA,NA,2,2,2,3,2,2.5,1,2,1.9
24600633,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24601481,2,NA,NA,NA,NA,1,1,2,3,1,2.5,1,2,1.3
24601759,3,NA,NA,NA,NA,3,3,1,1,2,1,4,3,2.6
24601933,2,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,2,1.375
24602320,3,NA,NA,NA,NA,4,4,1,2,4,1.75,4,3,3.55
24602358,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24602589,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,3,4
24602879,4,NA,NA,NA,NA,3,3,1,5,3,4,4,4,3.4
24602894,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24602985,3,NA,NA,NA,NA,3,3,2,3,3,2.5,1,3,2.5
24603450,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24603451,2,NA,NA,NA,NA,1,1,1,3,1,2.5,4,2,1.9
24603914,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24604260,4,NA,NA,NA,NA,3,3,1,4,3,3.25,4,4,3.25
24605523,4,NA,NA,NA,NA,3,2,2,2,2,1.75,1,4,1.95
24605701,4,NA,NA,NA,NA,3,3,2,1,3,1,1,4,2.2
24605963,2,NA,NA,NA,NA,3,3,2,2,3,1.75,1,2,2.35
24606192,4,NA,NA,NA,NA,2,2,2,2,2,1.75,1,4,1.75
24606269,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24606339,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24606419,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24606532,4,NA,NA,NA,NA,4,4,2,2,4,1.75,1,4,2.95
24606644,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24607186,4,NA,NA,NA,NA,1,2,2,3,2,2.5,1,4,1.7
24607652,3,NA,NA,NA,NA,4,4,2,2,4,1.75,1,3,2.95
24608118,3,NA,NA,NA,NA,3,3,1,3,3,2.5,4,3,3.1
24600286,4,NA,NA,NA,NA,2,2,NA,2,2,1.75,NA,4,1.9375
24600573,3,NA,NA,NA,NA,2,3,2,5,3,4,1,3,2.6
24600589,3,NA,NA,NA,NA,3,2,1,2,3,1.75,4,3,2.75
24601618,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
24601874,3,NA,NA,NA,NA,4,4,2,3,4,2.5,1,3,3.1
24602034,3,NA,NA,NA,NA,4,3,2,2,3,1.75,1,3,2.55
24602159,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24602218,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24602374,4,NA,NA,NA,NA,2,2,1,2,1,1.75,4,4,2.15
24602906,4,NA,NA,NA,NA,3,3,2,2,3,1.75,1,4,2.35
24602927,4,NA,NA,NA,NA,3,3,2,3,3,2.5,1,4,2.5
24602977,3,NA,NA,NA,NA,NA,NA,1,5,NA,4,4,3,4
24603474,4,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,4,2.875
24603590,3,NA,NA,NA,NA,4,4,2,2,3,1.75,1,3,2.75
24603809,4,NA,NA,NA,NA,4,4,1,2,4,1.75,4,4,3.55
24603898,3,NA,NA,NA,NA,3,3,1,3,3,2.5,4,3,3.1
24603939,3,NA,NA,NA,NA,2,2,1,2,3,1.75,4,3,2.55
24603960,4,NA,NA,NA,NA,3,3,2,2,3,1.75,1,4,2.35
24604143,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24604672,1,NA,NA,NA,NA,3,3,1,4,3,3.25,4,1,3.25
24605001,3,NA,NA,NA,NA,3,3,1,2,2,1.75,4,3,2.75
24605369,4,NA,NA,NA,NA,3,3,1,2,4,1.75,4,4,3.15
24606141,4,NA,NA,NA,NA,3,3,2,2,4,1.75,1,4,2.55
24606888,3,NA,NA,NA,NA,2,2,1,3,2,2.5,4,3,2.5
24607606,3,NA,NA,NA,NA,3,3,1,2,4,1.75,4,3,3.15
24607676,4,NA,NA,NA,NA,4,4,2,4,4,3.25,1,4,3.25
24607681,3,NA,NA,NA,NA,4,3,1,1,4,1,4,3,3.2
24608058,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24600613,4,NA,NA,NA,NA,3,3,1,1,3,1,4,4,2.8
24600965,3,NA,NA,NA,NA,4,3,1,2,3,1.75,4,3,3.15
24601099,3,NA,NA,NA,NA,3,3,1,2,2,1.75,4,3,2.75
24601203,3,NA,NA,NA,NA,3,3,1,3,2,2.5,4,3,2.9
24601501,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24601770,3,NA,NA,NA,NA,2,3,1,2,2,1.75,4,3,2.55
24602232,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
24602485,3,NA,NA,NA,NA,3,2,1,3,3,2.5,4,3,2.9
24602999,2,NA,NA,NA,NA,2,2,1,2,1,1.75,4,2,2.15
24603111,3,NA,NA,NA,NA,2,3,1,3,2,2.5,4,3,2.7
24603421,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24603597,3,NA,NA,NA,NA,NA,NA,1,3,NA,2.5,4,3,3.25
24604251,2,NA,NA,NA,NA,3,3,1,2,3,1.75,4,2,2.95
24604404,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24604823,4,NA,NA,NA,NA,3,2,1,2,1,1.75,4,4,2.35
24604872,3,NA,NA,NA,NA,2,3,1,2,3,1.75,4,3,2.75
24605277,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
24605294,2,NA,NA,NA,NA,2,2,1,2,2,1.75,4,2,2.35
24605488,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24605824,4,NA,NA,NA,NA,3,3,1,1,3,1,4,4,2.8
24605965,4,NA,NA,NA,NA,2,2,1,2,2,1.75,4,4,2.35
24606081,3,NA,NA,NA,NA,3,3,1,2,2,1.75,4,3,2.75
24607045,3,NA,NA,NA,NA,3,3,1,5,3,4,4,3,3.4
24607187,3,NA,NA,NA,NA,2,3,1,4,2,3.25,4,3,2.85
24607462,3,NA,NA,NA,NA,2,3,1,1,3,1,4,3,2.6
24607471,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24607972,2,NA,NA,NA,NA,2,2,1,2,2,1.75,4,2,2.35
24608234,3,NA,NA,NA,NA,2,2,1,2,2,1.75,4,3,2.35
24600456,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24601442,2,NA,NA,NA,NA,3,3,1,2,3,1.75,4,2,2.95
24601603,4,NA,NA,NA,NA,4,3,2,2,3,1.75,1,4,2.55
24601818,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24602005,3,NA,NA,NA,NA,1,1,2,3,1,2.5,1,3,1.3
24602463,3,NA,NA,NA,NA,3,3,2,5,3,4,1,3,2.8
24602825,2,NA,NA,NA,NA,2,3,1,3,3,2.5,4,2,2.9
24602855,2,NA,NA,NA,NA,3,3,2,2,2,1.75,1,2,2.15
24603457,3,NA,NA,NA,NA,3,3,2,4,3,3.25,1,3,2.65
24603959,3,NA,NA,NA,NA,2,3,2,2,2,1.75,1,3,1.95
24604339,2,NA,NA,NA,NA,3,NA,2,3,1,2.5,1,2,1.875
24604702,3,NA,NA,NA,NA,2,2,1,2,2,1.75,4,3,2.35
24605002,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24605170,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24605200,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24605283,3,NA,NA,NA,NA,4,3,2,2,3,1.75,1,3,2.55
24606157,4,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,4,1.375
24606240,3,NA,NA,NA,NA,3,3,1,3,3,2.5,4,3,3.1
24606483,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24606793,3,NA,NA,NA,NA,2,2,2,4,2,3.25,1,3,2.05
24607144,2,NA,NA,NA,NA,NA,NA,1,3,NA,2.5,4,2,3.25
24607305,1,NA,NA,NA,NA,2,3,2,2,2,1.75,1,1,1.95
24607922,2,NA,NA,NA,NA,2,3,2,5,3,4,1,2,2.6
24600224,3,NA,NA,NA,NA,3,2,2,4,2,3.25,1,3,2.25
24601036,4,NA,NA,NA,NA,3,3,1,1,3,1,4,4,2.8
24601046,2,NA,NA,NA,NA,2,2,1,2,2,1.75,4,2,2.35
24601377,3,NA,NA,NA,NA,3,3,1,5,4,4,4,3,3.6
24601650,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24602088,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24602438,2,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,2,1.375
24602870,3,NA,NA,NA,NA,2,2,2,3,2,2.5,1,3,1.9
24602908,3,NA,NA,NA,NA,3,3,1,3,3,2.5,4,3,3.1
24603005,1,NA,NA,NA,NA,1,3,1,1,3,1,4,1,2.4
24603324,1,NA,NA,NA,NA,2,2,2,5,2,4,1,1,2.2
24603427,3,NA,NA,NA,NA,1,2,2,2,2,1.75,1,3,1.55
24604171,2,NA,NA,NA,NA,4,3,1,3,3,2.5,4,2,3.3
24604918,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24605223,2,NA,NA,NA,NA,3,3,2,2,3,1.75,1,2,2.35
24605560,2,NA,NA,NA,NA,1,1,2,2,1,1.75,1,2,1.15
24605626,2,NA,NA,NA,NA,2,3,2,3,3,2.5,1,2,2.3
24605883,3,NA,NA,NA,NA,2,2,2,4,2,3.25,1,3,2.05
24606079,1,NA,NA,NA,NA,2,3,1,2,3,1.75,4,1,2.75
24606206,3,NA,NA,NA,NA,NA,NA,2,5,NA,4,1,3,2.5
24606233,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
24606263,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24606315,2,NA,NA,NA,NA,1,2,NA,2,2,1.75,NA,2,1.6875
24606381,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
24606738,3,NA,NA,NA,NA,3,3,2,3,3,2.5,1,3,2.5
24607016,2,NA,NA,NA,NA,2,2,2,2,2,1.75,1,2,1.75
24607276,3,NA,NA,NA,NA,2,2,2,3,3,2.5,1,3,2.1
24607872,3,NA,NA,NA,NA,NA,NA,NA,2,NA,1.75,NA,3,1.75
24608060,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24600213,3,NA,NA,NA,NA,2,3,1,2,3,1.75,4,3,2.75
24600622,3,NA,NA,NA,NA,3,4,1,2,3,1.75,4,3,3.15
24601312,3,NA,NA,NA,NA,4,2,2,2,3,1.75,1,3,2.35
24601335,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24601672,2,NA,NA,NA,NA,3,3,1,3,3,2.5,4,2,3.1
24601746,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
24601842,2,NA,NA,NA,NA,4,3,2,4,3,3.25,1,2,2.85
24602174,2,NA,NA,NA,NA,3,3,1,2,3,1.75,4,2,2.95
24603370,4,NA,NA,NA,NA,3,3,1,5,3,4,4,4,3.4
24603975,3,NA,NA,NA,NA,3,3,2,4,3,3.25,1,3,2.65
24604107,2,NA,NA,NA,NA,3,3,1,5,3,4,4,2,3.4
24604122,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24604364,4,NA,NA,NA,NA,4,4,2,1,4,1,1,4,2.8
24604461,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24604557,2,NA,NA,NA,NA,3,3,2,2,3,1.75,1,2,2.35
24605162,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24605779,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24606916,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24606938,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24607171,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24607433,3,NA,NA,NA,NA,2,3,1,4,2,3.25,4,3,2.85
24607508,1,NA,NA,NA,NA,3,3,1,5,3,4,4,1,3.4
24607524,2,NA,NA,NA,NA,3,3,1,5,3,4,4,2,3.4
24600301,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24600367,3,NA,NA,NA,NA,3,4,2,4,3,3.25,1,3,2.85
24600526,3,NA,NA,NA,NA,2,3,2,2,4,1.75,1,3,2.35
24600541,3,NA,NA,NA,NA,4,4,NA,2,3,1.75,NA,3,3.1875
24600723,3,NA,NA,NA,NA,4,4,1,5,3,4,4,3,3.8
24601253,3,NA,NA,NA,NA,4,4,1,2,3,1.75,4,3,3.35
24601645,2,NA,NA,NA,NA,3,3,2,2,3,1.75,1,2,2.35
24601832,3,NA,NA,NA,NA,3,2,2,4,2,3.25,1,3,2.25
24602134,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24602424,2,NA,NA,NA,NA,3,3,2,2,2,1.75,1,2,2.15
24602632,4,NA,NA,NA,NA,3,3,2,2,3,1.75,1,4,2.35
24602824,3,NA,NA,NA,NA,3,3,2,5,3,4,1,3,2.8
24603009,2,NA,NA,NA,NA,3,3,1,2,3,1.75,4,2,2.95
24603581,4,NA,NA,NA,NA,2,2,2,2,2,1.75,1,4,1.75
24603986,2,NA,NA,NA,NA,3,3,2,5,3,4,1,2,2.8
24604466,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24604519,3,NA,NA,NA,NA,3,3,2,4,2,3.25,1,3,2.45
24604814,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24604846,3,NA,NA,NA,NA,2,2,2,2,3,1.75,1,3,1.95
24605250,3,NA,NA,NA,NA,3,3,2,1,3,1,1,3,2.2
24605404,3,NA,NA,NA,NA,3,3,2,5,3,4,1,3,2.8
24605691,2,NA,NA,NA,NA,2,2,2,2,3,1.75,1,2,1.95
24605762,2,NA,NA,NA,NA,3,1,2,2,2,1.75,1,2,1.75
24605766,2,NA,NA,NA,NA,3,3,1,3,3,2.5,4,2,3.1
24606018,3,NA,NA,NA,NA,3,3,2,5,3,4,1,3,2.8
24606053,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24606272,1,NA,NA,NA,NA,2,3,2,5,1,4,1,1,2.2
24606875,3,NA,NA,NA,NA,3,4,2,3,3,2.5,1,3,2.7
24606918,2,NA,NA,NA,NA,NA,NA,2,5,NA,4,1,2,2.5
24607448,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3,1
24607905,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24600052,3,NA,NA,NA,NA,3,2,1,2,3,1.75,4,3,2.75
24600064,2,NA,NA,NA,NA,4,3,2,2,3,1.75,1,2,2.55
24600161,4,NA,NA,NA,NA,2,4,1,3,2,2.5,4,4,2.9
24600164,3,NA,NA,NA,NA,3,3,1,4,2,3.25,4,3,3.05
24600317,3,NA,NA,NA,NA,3,3,2,5,3,4,1,3,2.8
24600503,4,NA,NA,NA,NA,2,2,2,2,2,1.75,1,4,1.75
24600756,2,NA,NA,NA,NA,4,4,1,2,3,1.75,4,2,3.35
24601142,4,NA,NA,NA,NA,3,3,1,3,3,2.5,4,4,3.1
24601164,4,NA,NA,NA,NA,1,2,2,2,2,1.75,1,4,1.55
24601337,2,NA,NA,NA,NA,3,3,2,2,3,1.75,1,2,2.35
24601352,1,NA,NA,NA,NA,3,4,1,2,3,1.75,4,1,3.15
24601521,3,NA,NA,NA,NA,3,3,2,3,3,2.5,1,3,2.5
24602782,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24602886,3,NA,NA,NA,NA,4,4,1,4,3,3.25,4,3,3.65
24602940,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24603924,3,NA,NA,NA,NA,3,3,2,4,3,3.25,1,3,2.65
24604080,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24604299,3,NA,NA,NA,NA,4,4,1,2,4,1.75,4,3,3.55
24604319,3,NA,NA,NA,NA,2,2,1,3,3,2.5,4,3,2.7
24604712,2,NA,NA,NA,NA,3,3,2,2,3,1.75,1,2,2.35
24604769,2,NA,NA,NA,NA,2,2,2,2,2,1.75,1,2,1.75
24604995,3,NA,NA,NA,NA,3,3,2,4,2,3.25,1,3,2.45
24605276,3,NA,NA,NA,NA,NA,NA,2,2,2,1.75,1,3,1.58333333333333
24605570,4,NA,NA,NA,NA,3,3,1,4,3,3.25,4,4,3.25
24606271,2,NA,NA,NA,NA,3,3,2,2,3,1.75,1,2,2.35
24606340,1,NA,NA,NA,NA,2,2,2,2,2,1.75,1,1,1.75
24606953,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24607445,4,NA,NA,NA,NA,3,3,2,4,3,3.25,1,4,2.65
24607511,4,NA,NA,NA,NA,3,4,1,2,4,1.75,4,4,3.35
24600157,3,NA,NA,NA,NA,3,3,1,3,3,2.5,4,3,3.1
24600561,1,NA,NA,NA,NA,2,3,2,4,3,3.25,1,1,2.45
24600757,2,NA,NA,NA,NA,1,2,1,2,1,1.75,4,2,1.95
24600776,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24602839,2,NA,NA,NA,NA,3,3,2,2,2,1.75,1,2,2.15
24603129,2,NA,NA,NA,NA,3,3,1,2,3,1.75,4,2,2.95
24603687,2,NA,NA,NA,NA,2,3,2,2,3,1.75,1,2,2.15
24604130,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24604202,3,NA,NA,NA,NA,3,3,1,4,3,3.25,4,3,3.25
24604211,2,NA,NA,NA,NA,3,3,2,2,2,1.75,1,2,2.15
24604451,3,NA,NA,NA,NA,2,2,2,2,3,1.75,1,3,1.95
24604955,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24604979,2,NA,NA,NA,NA,2,2,1,5,2,4,4,2,2.8
24605019,1,NA,NA,NA,NA,1,1,1,2,2,1.75,4,1,1.95
24605058,3,NA,NA,NA,NA,3,3,1,4,3,3.25,4,3,3.25
24605203,1,NA,NA,NA,NA,1,1,1,2,1,1.75,4,1,1.75
24605251,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24605271,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
24606455,2,NA,NA,NA,NA,3,3,1,5,3,4,4,2,3.4
24606541,3,NA,NA,NA,NA,2,1,1,2,1,1.75,4,3,1.95
24607015,2,NA,NA,NA,NA,2,3,2,4,3,3.25,1,2,2.45
24607248,2,NA,NA,NA,NA,2,2,1,1,2,1,4,2,2.2
24607368,3,NA,NA,NA,NA,2,1,2,2,1,1.75,1,3,1.35
24607534,3,NA,NA,NA,NA,4,3,1,2,4,1.75,4,3,3.35
24607802,1,NA,NA,NA,NA,1,1,2,5,1,4,1,1,1.6
24607894,2,NA,NA,NA,NA,3,3,1,3,2,2.5,4,2,2.9
24607898,3,NA,NA,NA,NA,2,2,2,4,2,3.25,1,3,2.05
24607942,2,NA,NA,NA,NA,2,2,1,3,2,2.5,4,2,2.5
24600133,4,NA,NA,NA,NA,2,2,2,2,2,1.75,1,4,1.75
24600145,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24600442,3,NA,NA,NA,NA,3,3,1,2,2,1.75,4,3,2.75
24600651,3,NA,NA,NA,NA,3,3,2,4,3,3.25,1,3,2.65
24600669,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24600911,4,NA,NA,NA,NA,3,3,2,2,3,1.75,1,4,2.35
24601670,3,NA,NA,NA,NA,3,3,1,2,2,1.75,4,3,2.75
24602729,2,NA,NA,NA,NA,2,2,1,2,2,1.75,4,2,2.35
24602869,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
24602924,1,NA,NA,NA,NA,1,2,1,1,2,1,4,1,2
24603142,2,NA,NA,NA,NA,3,3,1,2,3,1.75,4,2,2.95
24603209,3,NA,NA,NA,NA,1,1,1,4,1,3.25,4,3,2.05
24603832,2,NA,NA,NA,NA,4,4,2,2,4,1.75,1,2,2.95
24603899,2,NA,NA,NA,NA,2,2,1,2,2,1.75,4,2,2.35
24604028,4,NA,NA,NA,NA,3,3,1,2,3,1.75,4,4,2.95
24604086,4,NA,NA,NA,NA,3,3,1,2,2,1.75,4,4,2.75
24604170,4,NA,NA,NA,NA,1,2,2,2,3,1.75,1,4,1.75
24604307,3,NA,NA,NA,NA,3,3,2,2,3,1.75,1,3,2.35
24604864,3,NA,NA,NA,NA,3,3,1,2,3,1.75,4,3,2.95
24604877,2,NA,NA,NA,NA,2,2,1,1,2,1,4,2,2.2
24604910,3,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,3,2
24605035,4,NA,NA,NA,NA,3,3,2,2,3,1.75,1,4,2.35
24605314,3,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,3,1.375
24605533,3,NA,NA,NA,NA,2,2,2,2,2,1.75,1,3,1.75
